113,0,港鐵：廣深港高鐵香港段 預算不足可能停工,香港鐵路有限公司（港鐵）新任主席馬時亨昨天表示，廣深港高鐵香港段工程費用如果在3月前無法獲得香港特區立法會通過追加預算案，可能得面臨停工。廣深港高速鐵路是中國大陸一條連接廣東省廣州、東莞和深圳以及香港的高速鐵路。其中，香港段起於香港西九龍填海區西九龍總站，止於香港與深圳的邊境，總長26公里，由香港政府全資興建，港鐵有50年規劃設計、興建、經營權。香港文匯報報導，馬時亨1日上任港鐵主席，任期3年。他表示，上任後面對很多艱鉅挑戰，包括要在3月前獲得立法會通過追加廣深港高鐵香港段工程預算，否則工程可能面臨停工。他表示，港鐵預定2月1日召開股東大會，有信心小股東會支持工程費最高限度及派發特別股息方案，但爭取3月前通過追加預算案，則「非常有難度」。香港經濟日報報導，香港特區政府將就高鐵工程向立法會提出追加港幣逾196億元（約新台幣823.2億元）預算案。報導引述馬時亨表示，香港特區政府先前對高鐵工程批准的650億元預算將於今年6月用完，港鐵須提前3個月通知建商是否有新款項繼續工程，所以今年3月是最後期限，否則工程恐面臨停工。,,,,,,,,,,,,,,,,,,,,,,,,,
114,0,母罰兒學狗爬回家 警方社工調查,臉書不公開社團「爆料公社」1日有人爆料，有媽媽處罰兒子學狗爬，經新北市警方追查，找到媽媽說是兒子平常不受教，要他爬回家去向奶奶道歉。社工調查了解中。「爆料公社」1日有熱心民眾披露，「新北市有母親懲罰自己的小孩在公園旁的人行道學狗爬，看似國中的少年疑似犯錯被命令一路爬行至少20公尺，而少年的母親則慢步跟在後方監督，完全不管旁邊還有行人及單車騎士經過、側目，會傷了少年的自尊心」。經新北市警方了解，本案母親是因兒子平時就很不受教，1日兒子與祖母在家，媽媽要求兒子要乖乖在家不要讓生病中的奶奶煩憂，兒子不聽從，仍逕自跑到公園與幾個行為不端的少年攪和在一起，當她到公園找到時，一時氣憤責罵兒子讓生病的奶奶不能安心養病，還要煩憂孩子的狀況。媽媽於是出口斥令兒子「你自己給我爬回家去向奶奶道歉」，兒子依照母親的話，趴下爬回約100公尺距離的住家。警方表示，全案是否涉及不當管教或者兒童受虐，正由員警及社工調查了解中。,,,,,,,,,,,,,,,,,,,,,,,,,
115,2,加薪帶動經濟成長 朱：學界新觀念,"二○一六總統大選最後一場總統電視辯論會今天落幕，國民黨總統候選人朱立倫結論時表示，自己主張加薪帶動經濟成長，是新的學界、實務界經驗，台灣要迎向未來，不能走在過去的悲情。辯論過程，民進黨總統候選人蔡英文質疑朱立倫，若「加薪可帶動經濟成長，朱立倫可以得諾貝爾獎」。朱立倫說，近來美國就有七位諾貝爾獎得主寫信給國會，希望以加薪帶動成長。<script>var channelId=1; var actArea=""poll_at_story_0_v87"";var actCode=""v87"";document.write('<div id=""' + actArea + '"" class=""poll_at_story""></div>');document.write('<script src=""/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId + '""> <\/script>');</script><script>piepkg();</script><script>loadTemplateJs(d1.actTemplate);</script><script>eval(d1.actTemplate+'view(""' + '","' + actArea + '"");');</script>",,,,,,,,,,,,,,,,,,,,,,,,
116,0,赴陸注意 上海江西爆H7N9流感,中國大陸上海市與江西省昨各新增1例H7N9流感確定病例，衛福部疾管署宣布，即日起，將上海市、江西省的旅遊疫情建議提升至警示（Alert），提醒台商及計劃前往該地區的民眾，務必保持良好衛生習慣，避免接觸禽鳥與出入傳統市場。衛福部疾管署昨與大陸衛生單位確認2例H7N9流感確定病例，分別為上海市59歲男性，目前積極救治中；另名是江西省的46歲男性，生命徵象平穩，兩起個案的活禽暴露史或接觸史皆不詳。另大陸廣東省新增1例H5N6流感確診病例，為肇慶市40歲女性，活禽暴露史或接觸史不詳。目前疾管署針對人類禽流感的旅遊疫情建議，大陸浙江省、廣東省、安徽省、湖南省、江西省及上海市旅遊疫情建議為警示（Alert），其他省市（不含港澳）列為注意（Watch）。疾管署提醒，大陸台商及計劃前往該地民眾，務必保持良好衛生習慣，避免接觸禽鳥與出入傳統市場，食用雞、鴨、鵝及蛋類須熟食，以降低感染風險。返國後如出現呼吸道症狀，應戴口罩、盡速就醫，並告知醫師接觸史及旅遊史。,,,,,,,,,,,,,,,,,,,,,,,,,
117,0,朱立倫：台灣不能停留在過去的悲情,"中國國民黨總統候選人朱立倫今天表示，台灣不能停留在過去的悲情，並批評民進黨對手蔡英文政見模糊，各界已肯定他的政見最具體、可行。第二場總統選舉辯論今天下午在三立電視台登場。在最後的結論時間，朱立倫先是批評蔡英文、宋楚瑜的辯論結論，停留在太多的過去，台灣應迎向未來，不能走在過去的悲情當中。朱立倫在結論時，回應對手「加薪帶動成長能得諾貝爾獎」的批評，說蔡英文多誇了他。朱立倫提到，美國2014年就有7位諾貝爾獎得主，共同寫信給國會、與美國總統歐巴馬見面，就是希望透過加薪帶動成長，這是新的學界和實務界的觀念。隨後朱立倫口風一轉，提到自己的成長歷程，曾夢想到威廉波特打棒球，高中時以為可以當民歌歌手，到美國唸書才是人生第一次出國，吃了人生第一餐麥當勞。後來念了博士、當上教授，成為兩個小孩的爸爸，人生本應滿足了，但好打不平的個性、想改變社會的理想，讓他從政，希望能改變台灣，讓下一代更幸福。朱立倫提到自己擔任立法委員時，台灣面臨亞洲金融風暴，他提出金融改革五法，讓台灣提早脫離風暴。後來回到家鄉擔任桃園縣長，圓了自己小時候的棒球夢想，幫桃園孩子贏得3冠王，還挑戰了威廉波特。他任內也蓋了桃園球場，成為台灣的棒球大使。隨後擔任新北市長，朱立倫提到自己推動了公共托育中心、幸福保衛站等政策，從孩子出生開始就照顧。新北市在全體市民的努力下，拿下包括智慧城市在內等300多項第一名，讓新北市民更幸福、更驕傲，「我站在這邊不是圓個人的夢，是要跟所有台灣人一起圓夢，圓台灣人的夢。」朱立倫表示，面對21世紀全球浪潮，台灣要重新找回自信和競爭力。他希望下一代，不要再講下一代多麼悲情，而是能真正走出悲情，不要再跟中國大陸敵視仇恨，而能合作和平，台灣民主要相互欣賞而非詆毀，彼此良性競爭。朱立倫強調自己已非常負責地提出台灣要走的方向，「不敢模糊也沒有模糊」，並批評對手蔡英文，「台灣不能在問號面前猶豫，也不能在十字路口徘徊，國家領導人不能讓人民一頭霧水，更要清楚告訴大家該走向哪裡。」朱立倫說，國民黨執政8年，有疏遠人民、做錯的地方，該反省也該被指責，朱立倫也需要承擔，也謝謝人民讓國民黨能轉型。他並認為自己有能力領導中華民國政府，找回溫暖、自信的台灣，就像唱民歌時不分彼此，一起為中華隊加油時同心協力。<script>var channelId=1; var actArea=""poll_at_story_0_v87"";var actCode=""v87"";document.write('<div id=""' + actArea + '"" class=""poll_at_story""></div>');document.write('<script src=""/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId + '""> <\/script>');</script><script>piepkg();</script><script>loadTemplateJs(d1.actTemplate);</script><script>eval(d1.actTemplate+'view(""' + '","' + actArea + '"");');</script>",,,,,,,,,,,,,,,,,,,,,,,,
118,0,元旦連假 故宮南院人潮滿滿滿,今天是連續假期的第二天， 位於嘉義縣，上月底剛開幕試營運的故宮南院，雖然每天僅限制1750人入展覽館內參觀，但到 故宮南院的參觀人潮每天都破萬，今天下午雖然下雨，人潮依然不減。因為來故宮參觀開車遊客太多，也造成週邊停車問題， 許多來訪遊客還認為附近道路交通標示不夠清楚， 再加上太子大道正在辦燈會，還有車主生氣的在大門前說，要到故宮南院似乎必須先迷路。場內的參觀遊客相當多，許多民眾都站在十二生肖獸首前拍照留念。住嘉義的郭小姐並認為，日前來抗議潑漆的人， 不僅是破壞公物更是讓嘉義人丟臉。下午5點近閉館時間 ，各個展場及紀念品賣場，仍擠滿參觀及購買人潮。,,,,,,,,,,,,,,,,,,,,,,,,,
119,2,梅山文教基金會 廖龍鐓水墨畫展,嘉義縣梅山文教基金會今天舉辦「寄情山水.揮灑自然」廖龍鐓水墨畫展茶會，展期到20日止。廖龍鐓是梅山鄉大南村人，在中油任職34年退休，從市區搬回家鄉定居，栽種果樹，並在社區當義工，還加入社區規畫師。他提到以前對繪畫就有興趣，雖然曾參加公司國畫社團，但工作忙碌 ，「不認真學」，退休後務農，拜師學畫創作，辦過多次畫展，以前以花草為主，現在喜歡山水畫，恬靜農村融入國畫仙境，表現主題更多樣。,,,,,,,,,,,,,,,,,,,,,,,,,
120,0,蔡英文：朱立倫花很多時間對我指教,"民進黨總統候選人蔡英文在總統辯論會後記者會上，被問到國民黨總統候選人朱立倫花很多時間罵她。蔡英文表示，今天有點可惜，難得有申論的機會，總統候選人應利用這個機會對未來想做的事，向人民報告他的想法和願景，「朱主席倒是花很多時間對我指教」，且對她貼標籤、扭曲。蔡英文舉例，她主張的是「改良式募兵制」，不是徵兵制，還有RCEP，她曾去過印尼考察，也在很多場合談到RECP的議題，朱立倫應該對她以前講的話搜尋了很多，但還是有錯誤和扭曲她，也貼了標籤，有點浪費申論的機會。被問到她提出的基本工資法會不會像22K？蔡英文指出，這是兩回事，她主張訂定基本工資法，希望是常態性，不要到了選舉才想到要做操作，以物價、生活基本需求等做定期基本工資的檢討機制，這個講法大致與7位諾貝爾獎得主的講法相同，按照基本情勢調整基本工資，而不是像朱立倫說「4年內就要調到3萬元」，後面是否有實質的標準，比如物價、勞工基本生活需求等，這些才是要討論的事情。<script>var channelId=1; var actArea=""poll_at_story_0_v87"";var actCode=""v87"";document.write('<div id=""' + actArea + '"" class=""poll_at_story""></div>');document.write('<script src=""/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId + '""> <\/script>');</script><script>piepkg();</script><script>loadTemplateJs(d1.actTemplate);</script><script>eval(d1.actTemplate+'view(""' + '","' + actArea + '"");');</script>",,,,,,,,,,,,,,,,,,,,,,,,
121,0,屏東運動公園男廁 遭火燒燬,屏東縣麟洛運動公園的公廁，今天上午突然起火燃燒，消防人員獲報後火速前往，將火勢撲滅，但整座公廁的男廁部分已經燒的面目全非，短期內將無法使用。由於現場遺留下火種，初步研判是人為縱火，確切起火原因仍待進一步鑑識。管理人員表示，運動公園的公廁建造好已超過30年，歷經多次整修。過去曾發生過有人惡作劇點火破壞門板，這次燒得更嚴重，懷疑是人為縱火。由於內部幾乎全毀造成嚴重損害，維修經費保守估計約五十萬元，並暫時封閉。,,,,,,,,,,,,,,,,,,,,,,,,,
122,1,陝西將成立大陸第一個反恐學院 培養反恐專門人才,中國大陸西北政法大學將成立大陸第一個反恐怖主義學院，培養大學、碩士、博士在內的反恐專門人才。這個學院正在籌建中。中國大陸第12屆全國人民代表大會常務委員會第18次會議2015年12月27日表決通過「反恐怖主義法」，並自2016年1月1日起施行，將反恐納入法制化軌道。香港文匯網報導，在西北政法大學舉行的「法治反恐的里程碑—『反恐怖主義法』學術研討會」上，公布將成立大陸第一個反恐怖主義學院。報導指出，西北政法大學不僅擁有大陸首個反恐研究院，並建立大陸第一個反恐訊息網，也是大陸唯一培養反恐層面的博士、碩士的研究教學單位。西北政法大學正在籌建中的反恐學院，將向大陸各地招生，優先從主修法學的學生中遴選，在法學基礎課程上，增加反恐相關知識、理論和實務課程，主要在培養熟悉反恐的法學人才。,,,,,,,,,,,,,,,,,,,,,,,,,
123,1,元旦連假次日 遊樂園人潮不減,今天是元旦連假次日，新竹縣關西鎮的遊樂園全天湧入近2萬4000人次遊客數，園方估計，連假三天將有5萬人次入園同樂。昨天連假第1天，天氣晴朗，全台各地出現出遊人潮，國道3號關西交流道一早也車潮湧現，長長車龍一路延伸到六福村主題遊樂園；今天連假次日，太陽雖未露臉，仍不減民眾出遊興致，遊樂園排隊購票的人潮也從上午就開始湧現。上午尖峰入園時刻，遊客在售票口平均排1.5小時才能順利購票，入園後，一個遊樂設施平均要排1至1.5小時，幾項熱門遊樂設施的等待時間會更長些。六福村行銷部經理葉忠岳表示，截至中午12時為止，園區就已湧入了1萬5000人次遊客數，下午4時統計全日入園人數為2萬4000人次，估計3天連續假期將可吸引約5萬人次的人潮入園。葉忠岳說，為了讓遊客可以減少排隊玩遊樂設施的時間，今天特別增加服務人力以及遊具數量，希望讓遊客能玩得更盡興。園方指出，遊客於1日至3日出示本人有照及地址之身分證件，只要戶籍地址的鄰街路段巷弄號樓有2、0、1、6其中任一數字，包括戶籍地相同的全家大小，門票通通只要199元；購票入園者還可抽萬元智慧型手機，每天都會有一位幸運得主。此外，2016年園方全新推出「當月壽星週末假日買一送一」，每月週末假日，當月壽星憑本人有照身分證件於現場購買牌價票，立即享同行買一送一門票優惠，讓壽星邀請好友們一起到樂園慶祝生日。,,,,,,,,,,,,,,,,,,,,,,,,,
124,2,電視辯論結論 蔡英文：就職啟動4機制,"民主進步黨總統候選人蔡英文今天在電視辯論會的結論中表示，就職當天就會啟動4機制，包括朝野協商、產業創新、年金改革、對外溝通機制，讓新政府在穩定步伐中前進。第2場總統候選人電視辯論會下午2時在三立登場。四報一社（中國時報、自由時報、聯合報、蘋果日報、中央社）與公共電視、三立、沃草與Google等9家媒體共同舉辦第14任總統、副總統選舉辯論。公視承辦製播第1場總統辯論會，三立承辦製播副總統辯論及第2場總統辯論會。蔡英文在結論中強調團結。她表示，她知道自己的責任，是要幫台灣解決問題，她當選總統後，會從就職那天開始啟動4個機制，跨出團結改革第一步。她說，首先她會建立朝野協商機制，利用這個平台讓不同政黨經常溝通與合作，為國家改革努力。第二，建立產業體質調整機制，邀集產業界加入產業創新計劃，系統性找回台灣經濟動能，第三，要啟動年金改革機制，以國是會議凝聚年金改革的社會共識，穩健完成年金的政策。最後，蔡英文說，她會建立對外溝通機制，讓台灣和中國大陸、其他國家有相互理解、可以溝通的管道，新政府會在穩定步伐中前進。<script>var channelId=1; var actArea=""poll_at_story_0_v87"";var actCode=""v87"";document.write('<div id=""' + actArea + '"" class=""poll_at_story""></div>');document.write('<script src=""/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId + '""> <\/script>');</script><script>piepkg();</script><script>loadTemplateJs(d1.actTemplate);</script><script>eval(d1.actTemplate+'view(""' + '","' + actArea + '"");');</script>",,,,,,,,,,,,,,,,,,,,,,,,
125,0,朱猛攻蔡 蔡喚民眾 宋講政策,"「你的能源政策矛盾，你到美國時主張開放美豬，是不是出賣豬農？」國民黨總統參選人朱立倫在2日下午電視辯論會上一開始發言就火力對準民調支持度最高的民進黨候選人蔡英文，但蔡不急回應倒是喚起從苗栗大埔事件與洪仲丘事件不滿的民意，而親民黨候選人宋楚瑜則強調產業政策。<P>第二場總統大選電視辯論會在元旦連假第二天舉行，三黨候選人都以國、台、客與原住民語言問候「新年快樂」，朱立倫、蔡英文、宋楚瑜三人先禮後兵的握手後，朱率先發言，他對傳統藍營支持者喊話，「你可以對國民黨、馬英九、朱立倫不滿，但請不要拿台灣的未來出氣。」接下來攻擊蔡英文的政見，再提出自己的政見。<P>朱立倫說，「國民黨八年來有成功的政策與失敗的政策，由於過去國民黨做得不夠好，許多人寧可去相信一個不可靠的政黨候選人。」他訴之以情，希望選民不要拿台灣未來開玩笑，並在92共識、能源政策、外交政策、徵兵政策上大量攻擊蔡英文前後不一，並說蔡不談RCEP，是「逢中必反」。<P>但蔡英文沒有大力辯駁，只以一句「又在貼標籤」帶過，進攻主軸放在「朱立倫承襲馬英九」，她提到上次辯論會聽到朱講出「一個總統不能一切看民意，而是要有自己的想法，我還以為站在身邊的不是朱立倫是馬總統。」她歷數苗栗大埔事件、洪仲丘事件、太陽花學運時，與國民黨執政下總統忙著鬥國會議長、主席鬥總統候選人（換柱），大力批評國民黨。<P>蔡英文提出年金改革、財政改革、國會改革、轉型正義及進步大聯盟等主張，強調解決年輕人低薪問題，以及社會住宅政策，也特別提到訂定「黨產法」來追討不當黨產之「轉型正義」。若執政後，蔡英文說，民進黨不會「整碗捧去」，她再喚起街頭世代說，「走進投票所，那個不負責任的政府才會被換掉。」<P>宋楚瑜並未追打朱、蔡二人的九二共識、美國豬肉進口等議題，直接發表產業政策，主張在台灣北中南形成三大經濟圈，打造三個新加坡。但在後續的辯論中他也不忘諷刺朱立倫所提出「三弓四箭」的產業政策，他說，「沒有好的射手，不懂風向，三弓四箭也沒用，箭射不到靶先落地，若有好的射手，甚至可以草船借箭。」<P><b><a href=""https://anntw.com/"" target=""_blank"">【更多精采內容，詳見<img src=""http://g.udnnews.com/video2/images/awakening.gif"" border=""0"">】</a> </b>",,,,,,,,,,,,,,,,,,,,,,,,,
126,1,電視辯論結論 蔡英文重申團結,"民主進步黨總統候選人蔡英文今天以音樂家蕭泰然和導演齊柏林用不同方式「看見台灣」，說明不同世代對台灣的愛。她強調，台灣能克服歧異、不是無法團結，改革也非要分輸贏。第2場總統候選人電視辯論會下午2時在三立登場。四報一社（中國時報、自由時報、聯合報、蘋果日報、中央社）與公共電視、三立、沃草與Google等9家媒體共同舉辦第14任總統、副總統選舉辯論。公視承辦製播第1場總統辯論會，三立承辦製播副總統辯論及第2場總統辯論會。蔡英文舉音樂家蕭泰然的故事表示，蕭泰然曾在音樂中鼓吹台灣人意識，被國民黨政府禁止入境長達15年。一次蕭泰然在東南亞結束演出，回美國時飛越台灣上空，看到中央山脈眼淚忍不住流下。看見台灣曾經是很困難又心酸的事。蔡英文說，幾年前有部記錄片叫「看見台灣」，透過空拍鏡頭，導演齊柏林讓觀眾看見台灣自然之美，也看到台灣千瘡百孔的環境。一樣從天空看台灣，上一代的人因為深愛故鄉充滿鄉愁，這一代的人因為深愛故鄉而充滿焦慮。不管是鄉愁還是焦慮，幾個世代總有個共同的情感把我們這群人緊緊連結在一起，那就是對這塊土地的愛。她表示，現在的行政院大陸委員會主任委員夏立言當年從駐印尼代表轉任國防副部長時，朝野都有很多反對的聲音，但當時的民進黨籍立委陳唐山卻很肯定他的專業能力，給他高度支持。蔡英文說，陳唐山曾經是黑名單上的人，想回家卻回不來時，夏立言正進入外交體系，開始公務人生。這兩個人的生命經驗非常不同，政治立場更是南轅北轍，但當陳唐山為夏立言講話的那一刻，證明台灣是可以克服歧異的。她表示，今年職棒總冠軍賽，桃猿隊球員陳金鋒一上場打擊，不論是猿迷或象迷都為他鼓掌。因為看到他打擊就是全台灣共同的感動，遠遠超越一時勝負。蔡英文說，台灣不是無法團結，改革也不是要分輸贏，團結的道理國民黨總統候選人朱立倫跟親民黨總統候選人宋楚瑜都知道。希望經過這次選舉，他們三個人可以團結合作，共同來面對台灣未來的挑戰。<script>var channelId=1; var actArea=""poll_at_story_0_v87"";var actCode=""v87"";document.write('<div id=""' + actArea + '"" class=""poll_at_story""></div>');document.write('<script src=""/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId + '""> <\/script>');</script><script>piepkg();</script><script>loadTemplateJs(d1.actTemplate);</script><script>eval(d1.actTemplate+'view(""' + '","' + actArea + '"");');</script>",,,,,,,,,,,,,,,,,,,,,,,,
127,2,朱立倫主張加薪 批蔡英文遇大企業轉彎,"第2場總統候選人電視辯論會今天登場，國民黨總統候選人朱立倫表示，主張替勞工加薪帶動企業成長，不像民進黨已成「大有產階級」，蔡英文「遇到大企業就轉彎」，罔顧勞工權益。第2場總統候選人電視辯論會今天下午2時在三立電視台登場，辯論發言順序，依抽籤為中國國民黨朱立倫、親民黨宋楚瑜、民主進步黨蔡英文，3人接受公民提問並交互詰問。交叉詰問第二輪，親民黨總統候選人宋楚瑜指出，當淡水阿嬤勸朱立倫出來參選時，不少國民黨從政黨員不知為誰、為何而戰，呼籲朱立倫多傾聽人民聲音，同時詢問朱立倫、蔡英文是否能放下黨政惡鬥，傾聽人民聲音？朱立倫表示，他從擔任立委、地方首長的5600多個日子裡，都在基層傾聽民眾聲音，推動托育中心、幸福保衛站等政策，希望讓全台民眾有安定、確定、穩定的未來。對於民進黨總統候選人蔡英文指出，若「加薪能帶動成長」可拿諾貝爾獎一說，朱立倫表示，國民黨主張替勞工加薪，同時兼顧企業加速轉型，反觀民進黨已成「大有產階級」，蔡英文「遇到大企業就轉彎」，忘了勞工基本需求。<script>var channelId=1; var actArea=""poll_at_story_0_v87"";var actCode=""v87"";document.write('<div id=""' + actArea + '"" class=""poll_at_story""></div>');document.write('<script src=""/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId + '""> <\/script>');</script><script>piepkg();</script><script>loadTemplateJs(d1.actTemplate);</script><script>eval(d1.actTemplate+'view(""' + '","' + actArea + '"");');</script>",,,,,,,,,,,,,,,,,,,,,,,,
128,2,朱立倫：我沒有歷史包袱 清白面對國人,"中國國民黨總統候選人朱立倫表示，自己沒有歷史包袱，堅持一定要改革、也堅持創黨精神，也就是要與人民站在一起。他說，對於黨產問題，「一定清清白白面對國人」。朱立倫在辯論會第三階段交叉詰問中，回答民主進步黨總統候選人蔡英文提問「國民黨黨產來源不正當、用途有爭議」時表示，他必須承擔過去從國民黨前主席李登輝、前秘書長宋楚瑜，一直到今天，他都必須承擔。朱立倫說，很多故事他都是從宋楚瑜、李登輝身上聽到，這些精彩故事的確是國民黨很大的包袱，但幸運的是「朱立倫沒有包袱，朱立倫沒有這些歷史包袱」，他堅持清清白白，堅持一定要改革，國民黨最大的資產，就是創黨精神，要與人民站在一起。朱立倫表示，國民黨黨產經過民進黨執政8年，而蔡英文曾擔任過民進黨高官，尤其擔任過行政院副院長，「妳不清楚陳水扁總統會放過國民黨嗎？」他說，所有黨產經過8年徹底清查、完整搜索，行政院與監察院的完整報告中，也告訴大家什麼是不當黨產、不正義黨產。朱立倫說，267件不當黨產全部都已經歸還，未來除了留下必要的辦公室，全部要做公益。朱立倫表示，對於最近民進黨指控國民黨關係的中投去賣土地，說是為了選舉。朱立倫反問蔡英文，上星期如果真的去招標、為了選舉，「您對土地買賣比任何人專業，你想有可能在兩個禮拜、三個禮拜前做這樣的買賣嗎？」朱立倫說，那只不過是要清償很多退休人員的退休金，國民黨有5000多名以前的黨工，包括宋楚瑜、蔡英文很多好朋友的退休金，國民黨一定清清白白面對國人。四報一社（中國時報、自由時報、聯合報、蘋果日報、中央社）與公共電視、三立、沃草與Google等9家媒體共同舉辦第14任總統、副總統選舉辯論。第2場總統候選人電視辯論會今天下午在三立登場。<script>var channelId=1; var actArea=""poll_at_story_0_v87"";var actCode=""v87"";document.write('<div id=""' + actArea + '"" class=""poll_at_story""></div>');document.write('<script src=""/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId + '""> <\/script>');</script><script>piepkg();</script><script>loadTemplateJs(d1.actTemplate);</script><script>eval(d1.actTemplate+'view(""' + '","' + actArea + '"");');</script>",,,,,,,,,,,,,,,,,,,,,,,,
129,1,生日怎麼慶祝 他號召朋友撿垃圾,新竹市政府城市行銷處長顏章聖，今天與多位好友一起到17公里海岸慢跑過生日，並清理沿路垃圾，笑稱「這是最特別的生日禮物」。你的生日都怎麼慶祝？有些人辦桌慶祝、有些人到KTV唱歌狂歡。而熱愛運動的顏章聖，選擇與朋友們一起到17公里海岸賞海慢跑，並沿路撿拾垃圾，在生日這天，用行動讓最喜歡的城市變乾淨。顏章聖今天在自己的臉書PO文，分享自己今天收到最特別的生日禮物。他說，一早就由14位好朋友陪同，一起到17公里海岸晨跑，並一起沿途撿拾垃圾，撿的垃圾琳琅滿目，包括廢輪胎、廢玻璃瓶、皮箱、煙火與仙女棒，以及數不清的菸頭及檳榔渣。「謝謝眾多好友，完成我小小的願望，生日做公益」顏章聖說，跑17公里海岸全程約花2小時，但撿拾垃圾卻花了4小時，沿途受到很多民眾加油打氣，朋友們也笑說「從沒撿垃圾那麼開心的」。顏章聖說，17公里海岸是新竹市著名遊樂景點，假日總吸引遊客前往休憩，尤其跨年夜也湧入許多民眾到此同樂，因此留下許多垃圾，呼籲民眾一同維護生活環境，也隨手撿垃圾，讓環境更美好。,,,,,,,,,,,,,,,,,,,,,,,,,
130,1,板橋林家花園創藝 針線DIY錢多多,"新北市板橋林家花園導覽志工，充滿熱情與活力，隱藏版的女紅志工組，個個手藝精湛，利用花布研發柿柿如意吊飾、發財豆、幸福貓頭鷹、福氣圓滿馬卡龍，讓愛不釋手。林本源園邸今天表示，成立於民國102年的女紅志工組，目前主要成員為林寶川、劉尚梅及鮑若敏3名老師，當年因與同為林家人所建立的廈門鼓浪嶼菽莊花園，交流時以園邸意象設計蝴蝶漏窗中國結，作品廣受讚賞與肯定。鮑若敏說，不少參與樂齡活動的銀髮族，為了蒐集園邸手作「小玩藝」，每一季活動都來報到；甚至有些一輩子從未動過針的男士們，第一次在園邸學習針線活，完成作品時特別有成就感。男性學員還會逗趣地與身旁老伴說，「這是我縫的，你不要拿錯啦」志工李朝順是女紅組唯一的男性，從一開始只是支援大家，到後來愈來愈有興趣，還會帶著小孫女一起傳承。林家花園園長曹資穎說，因應即將來臨的新春佳節，志工女紅組特地製作了「錢多多、紅包袋、好彩頭、壽桃」等兼具園邸意象與吉祥涵意的生活創藝飾品，幸福感滿溢，送禮自用兩相宜。林家花園今年將辦理常態性DIY體驗活動，讓遊客在欣賞古蹟之美之餘，還可以動動手，挑戰自己的針線活實力，DIY體驗活動將於1月9日至3月27日辦理，每月雙數週的週六及週日下午2時至3時，每場次限額15名。詳情至園邸官方網站<<a href=""http://www.linfamily.ntpc.gov.tw/"" target=""_blank"">http://www.linfamily.ntpc.gov.tw/</a>>或電洽（02）29653061~3分機23、43服務台查詢。",,,,,,,,,,,,,,,,,,,,,,,,,
131,2,中共軍科院 傳將與國防大學合併,中共軍方主要智庫軍事科學院、國防大學傳出將合併，香港星島日報報導，南京軍區司令員蔡英挺將出任合併之後的軍事科學院院長。報導說，中共軍科院除原院長高津轉任戰略支援部隊首任司令員，原副院長秦天少將也已轉任武警部隊參謀長一職，似乎是兩校合併的訊號。此外，南京軍區司令員蔡英挺則將出掌合併之後的軍事科學院，擔任院長。報導引述中共國防大學專家表示，中共正在進行的軍事改革是一場不流血的戰役，即便是擔任軍改論證主力的軍方智囊團體軍科院、國防大學，也在調整重組之列。這兩個高級軍事智庫有一個共同特點就是「將軍林立，烏紗遍地」，兩家共有少將以上數百人。,,,,,,,,,,,,,,,,,,,,,,,,,
132,0,印度近巴基斯坦邊界基地遇襲 6死,印度鄰近巴基斯坦邊界的1座空軍基地今天凌晨遭到身分不明的好戰分子攻擊，4名槍手與兩名警衛在攻擊中喪生。官員表示，這些穿著軍裝的持槍歹徒於今晨破曉前，設法進入位於西北部旁遮普省（Punjab）的巴坦科（Pathankot）空軍基地，闖入後便不分對象地開槍。旁遮普省警察首長告訴路透社，歹徒稍早前劫走1名警官座車後前往這個戒備森嚴的基地。據信是巴基斯坦訓練的好戰分子也在稍早的攻擊行動中使用這種戰術。內政部官員表示，目前證實4名槍手與兩名警衛喪生。目前仍傳出零星槍響與直升機飛過頭頂的聲音。警方表示，搜捕行動仍持續進行，目前還沒有任何組織出面宣稱犯行。一週前，印度總理莫迪（Narendra Modi）突然造訪巴基斯坦總理夏立夫（Nawaz Sharif），目的是恢復先前因軍事攻擊而停擺的雙邊談判。華府智庫威爾森中心（Wilson Center）南亞專家柯格曼（Michael Kugelman）說：「莫迪抵達拉合爾（Lahore）的時候（也可能更早之前），某些事情就註定要發生。」他說：「就目前看來，印度與巴基斯坦的關係應能不受這起攻擊影響。破壞者不會得逞。」印度內政部長辛赫（Rajnath Singh）告訴諾克少新聞社（ANI）：「巴基斯坦是我們的鄰國，我們希冀和平。但任何發生在印度的恐怖攻擊都會得到適切回應。」印度分析師解讀辛赫這項發言是展現克制，並顯現印度仍有意持續與巴基斯坦對話。,,,,,,,,,,,,,,,,,,,,,,,,,
